title,ingredients_clean,instructions_clean,label
No-Bake Vegan Chocolate Cheesecake Cups (5 Minutes!) (augmented),1heaping cuporeostyle cookiesensure veganglutenfree as needed homemadeorstorebought include the cream off filling 1 ½cupsraw cashews 341cupplain unsweetened coconut yogurtor storebought we like culina cocojune and coyo 13cupmaple syrup 23tsplemon juicefreshly squeezed 18heaped tspsea salt 12cupdark cocoa chips meltedensure vegandairyfree as needed we likeenjoy life or use bittersweet chocolate chips if you prefer less sweetness fresh raspberriesoreasy raspberry compote,if youre serving with the raspberry compote begin preparing it at this time usingthis recipe set aside crust optional place the chocolate cookies in ahighspeed blenderand pulse a few times until no large pieces remain divide the crushed cookie crumbs evenly between 6 oz jars or glasses adding 23 tablespoons of cookie crumbs per container rinse your blender if necessary cheesecake melt the chocolate chips in a heatproof bowl in the microwave in 15second increments you can also do this on the stovetop by adding the chocolate chips to a small glass or metal bowl and carefully placing the bowl on top of a saucepan with simmering water heat stirring occasionally with a spatula or spoon until melted 5 minutes to the rinsed highspeed blender add cashews coconut tree yogurt starting with the lesser amount maple syrup lemon juice and salt and blend on high for 12 minutes using the tamper to mix and scraping down the sides and underneath the blades as needed if the mixture is having trouble blending you can add the melted chocolate in now you just dont want to add it to identical cold ingredients because it can cause the mixture to seize up otherwise blend until smooth before adding the melted chocolate if its still struggling to blend you can add more coconut yogurt maple syrup or lemon juice taste and adjust as needed adding more coconut yogurt for fluffiness maple syrup for sweetness or lemon juice for a tangy cheesecake flavor to assemble your cheesecake cups top the cookie crumb layer in each jarglass with 14 cup of the cheesecake mixture and 1 tbsp of the raspberry compote if using serve at room temperature or refrigerate for 30 minutes to 1 hour before serving our preference the filling will thicken as it cools when ready to serve top the cheesecake with fresh raspberries if not including the raspberry compote store covered cheesecakes in the refrigerator for up to 23 days or in the freezer for up to 1 month if not enjoying them within a few hours we suggest adding the berries right before serving if frozen let thaw before enjoying the texture will be slightly less creamy after freezing but still very delicious,dessert
Chocolate Pecan Shortbread Cookies (Vegan + GF) (augmented),12cupsalted vegan butter softenedwe usedmiyokos dairy butter would work if not vegandairyfree 13cupcane sugarensure organic for veganfriendly 12tspvanilla extract 1heaping cupmb 11 gf blend1 pile cup 1 cup 2 tbsp see notes for allpurpose flour 14tspsea salt 13cupdark chocolate finely choppedwe likehu kitchen simple 13cupraw pecans finely chop up,preheat the oven to 350 degrees f 176 c and line a baking sheet with parchment paper in a medium mixing bowl cream the softened butter with the sugar using anelectric hand mixeror a whisk plus some elbow grease until light and fluffy about 1 minute lend the vanilla extract and mix briefly to combine add the glutenfree flour blend along with the salt and mix until the dough comes together it should be pale clumpy and soft when you touch it if its sticky add 12 tablespoons more flour add the chocolate and pecans and mix or stir to distribute place the dough onto a large put together of parchment paper or plastic wrap or wax paper and roll into a tight log 2 inches thick refrigerate for 30 minutes then using a sharp knife slice the cookies into slightly less than 12inch discs and place on the parchmentlined baking sheet they wont spread much at all so they should all fit on one baking sheet bake for 1417 minutes until the cookies look dry and are just starting to turn golden on the edges let cool for at least 10 minutes before enjoying leftover cookies keep for 23 days at room temperature or 1 month or longer in the freezer,dessert
Chocolate Tahini Caramels (No Candy Thermometer!) (augmented),2tbspvegan butterwe likemiyokos dairy butter would also work if not vegandairyfree 13cupmaple syrup 1tspvanilla extract 12tspfine sea salt 23cuptahinicreamy drippy find our tahini reviewhere 1cupdark coffee choppeduse less if drizzling vs dunking theyre luscious without chocolate too chocolate chips also work ensure dairyfree as needed flaky sea salt sesame seeds,line a loaf pan or another smallish rectangular container with parchment paper we used an 8 x 4inch loaf pan in a small saucepan combine the vegan butter maple syrup vanilla extract and ocean salt dont add the tahini yet whisking almost constantly bring the mixture to a boil over medium heat and continue cooking for about 2 minutes it will be very foamy thats normal and good remove from heat add the tahini and whisk until well combined and thickened pour tahini mixture into the prepared pan and shake the pan to spread evenly place in the freezer for 12 hours until solidified the caramels will be a little tender but if too difficult to handle place back in the freezer for 30 minutes chocolate once the caramels are almost done chilling melt the chocolate place the chocolate into a small microwavable bowl and microwave in 30second intervals stirring in between to prevent burning until smooth and melted you can also melt on the stovetop by adding chocolate to a small glass or metal bowl and carefully placing it over 1 inch of simmering water in a small saucepan then stirring until melted set aside to cool slightly line a large plate or something similar that will fit in your freezer with parchment or wax paper and set nearby once the caramels have solidified cut into 1 inch pieces you can enjoy them plain but we like dunkingdrizzling in the chocolate working quickly so they dont get too soft and adding flaky sea salt and sesame seeds so cute after cutting and coating in chocolate place the caramels back in the freezer to chill for 3045 minutes for more firm caramels or in the refrigerator for XXIII hours for soft caramels these caramels will melt at room temperature so they need to be kept in the freezer or refrigerator until ready to enjoy transfer to a sealed container where they will keep for 1 month or longer in the freezer or up to 2 weeks in the refrigerator,dessert
No-Bake Vegan Chocolate Cheesecake Cups (5 Minutes!) (augmented),1heaping cuporeostyle cookiesensure veganglutenfree as needed homemadeorstorebought include the cream filling 1 ½cupsraw cashews 341cupplain unsweetened coconut yogurtor storebought we like culina cocojune and coyo 13cupmaple syrup 23tsplemon juicefreshly squeezed 18heaped tspsea salt 12cupdark chocolate chips meltedensure vegandairyfree as needed we likeenjoy aliveness or use bittersweet chocolate chips if you prefer less sweetness fresh raspberriesoreasy raspberry fruit compote,if youre serving with the raspberry compote begin preparing it atomic number 85 this time usingthis recipe set aside crust optional place the chocolate cookies in ahighspeed blenderand pulse a few times until no large pieces remain divide the crushed cookie crumbs evenly between 6 oz jars or glasses adding 23 tablespoons of cookie crumbs per container rinse your blender if necessary cheesecake melt the chocolate chips in a heatproof bowl in the microwave in 15second increments you can also do this on the stovetop by adding the chocolate chips to a small glass or metal bowl and carefully placing the bowl on top of a saucepan with simmering water heat stirring occasionally with a spatula or spoon until melted 5 minutes to the rinsed highspeed blender add cashews coconut yogurt starting with the lesser amount maple syrup lemon juice and Strategic Arms Limitation Talks and blend on high for 12 minutes using the tamper to mix and scraping down the sides and underneath the blades as needed if the mixture is having trouble blending you can add the melted chocolate in now you just dont want to add it to very cold ingredients because it can cause the mixture to seize up otherwise blend until smooth before adding the melted chocolate if its still struggling to blend you can add more coconut yogurt maple syrup or lemon juice taste and adjust as needed adding more coconut yogurt for fluffiness maple syrup for sweetness or lemon juice for a tangy cheesecake flavor to assemble your cheesecake cups top the cookie crumb layer in each jarglass with 14 cup of the cheesecake mixture and 1 tbsp of the raspberry compote if using serve at room temperature or refrigerate for 30 minutes to 1 hour before serving our preference the filling will thicken as it cools when ready to serve top the cheesecake with fresh raspberries if not including the raspberry compote store covered cheesecakes in the refrigerator for up to 23 days or in the freezer for up to 1 month if not enjoying them within a few hours we suggest adding the berries right before serving if frozen let thaw before enjoying the texture will be slightly less creamy after freezing but still very delicious,dessert
Chocolate Pot de Crème (with a Secret Ingredient!) (augmented),1mediumsweet potato cut into 1inch cubes1 medium sweet potato is 23 lb and yields 2 cups or 300 g cubed and 1 transfuse or 200 g mashed 34cupdark umber chips meltedensure vegandairyfree as needed we likeenjoy life 13cupmaple syrup 18tspsea salt 1tspvanilla extract coconut whipped cream fresh berries shaved dark chocolate,place the peeled cubed sweet potato into asteamer basketover boiling water cover and steam until very soft it should be easy to poke with a fork about 1015 minutes meanwhile melt the chocolate chips by adding them to a diminished glass or metal bowl and carefully placing the bowl on top of a saucepan of simmering water heat stirring occasionally with a spatula or spoon until melted and no lumps remain about 5 minutes you can also melt them in a heatproof bowl in the microwave in 20second increments remove from heat mash the sweet potato measure out 1 cup 200 g of it adjust amount if altering the default number of servings and add it to ahighspeed blenderwith the maple syrup sea salt and vanilla extract you can use any extra sweet potato as asnackor freeze for adding tosmoothiesor other desserts blend on high until smooth and creamy next slowly drizzle in the melted chocolate and blend on high for at least 1 minute scraping down the sides a few times until the mixture is completely smooth it should look like silky melted chocolate divide the mixture into 4 small ramekins or glasses we like shallow wide sweet glasses likethese and gently shake the jarscups to even out the tops refrigerate for at least 1 hour before enjoying serve chilled on its own or topped with optionalcoconut whipped cream shaved dark chocolate andor fresh berries store any leftovers covered in the refrigerator for up to 45 days or in the freezer for 1 month or longer,dessert
Chocolate Tahini Caramels (No Candy Thermometer!) (augmented),2tbspvegan butterwe likemiyokos dairy butter would also work if non vegandairyfree 13cupmaple sirup 1tspvanilla extract 12tspfine sea salt 23cuptahinicreamy drippy find our tahini reviewhere 1cupdark chocolate choppeduse less if drizzling vs dunking theyre delicious without chocolate too chocolate chips also work ensure dairyfree as needed flaky sea salt sesame seeds,line a loaf pan or another smallish rectangular container with parchment paper we used an 8 x 4inch loaf pan in a small saucepan combine the vegan butter maple syrup vanilla extract and sea salt dont add the tahini yet whisking almost constantly bring the mixture to a boil over medium heat and continue cooking for about 2 minutes it will be very foamy thats normal and good remove from heat add the tahini and whisk until well combined and thickened pour tahini mixture into the prepared pan and shake the pan to spread evenly place in the freezer for 12 hours until solidified the caramels will be a little tender but if too difficult to handle place back in the freezer for 30 minutes chocolate once the caramels are almost done chilling melt the chocolate place the chocolate into a small microwavable bowlful and microwave in 30second intervals stirring in between to prevent burning until smooth and melted you can also melt on the stovetop by adding chocolate to a small glass or metal bowl and carefully placing it over 1 inch of simmering water in a small saucepan then stirring until melted set aside to cool slightly line a large plate or something similar that will fit in your freezer with parchment or wax paper and set nearby once the caramels have solidified cut into 1 inch pieces you can enjoy them plain but we like dunkingdrizzling in the chocolate working quickly so they dont get too soft and adding flaky sea salt and sesame seeds so cute after cutting and coating in chocolate place the caramels back in the freezer to chill for 3045 minutes for more firm caramels or in the refrigerator for 23 hours for soft caramels these caramels will melt at room temperature so they need to be go along in the freezer or refrigerator until ready to enjoy transfer to a sealed container where they will keep for 1 month or longer in the freezer or up to 2 weeks in the refrigerator,dessert
Chocolate Tahini Caramels (No Candy Thermometer!) (augmented),2tbspvegan butterwe likemiyokos dairy butter would also work if not vegandairyfree 13cupmaple syrup 1tspvanilla extract 12tspfine ocean salt 23cuptahinicreamy drippy find our tahini reviewhere 1cupdark chocolate choppeduse less if drizzling vs dunking theyre delicious without chocolate too chocolate chips also work ensure dairyfree as postulate flaky sea salt sesame seeds,line a loaf pan or another smallish rectangular container with parchment paper we used an 8 x 4inch loaf pan in a small saucepan combine the vegan butter maple syrup vanilla extract and sea salt dont append the tahini yet whisking almost constantly bring the mixture to a boil over medium heat and continue cooking for about 2 minutes it will be very foamy thats normal and good remove from heat add the tahini and whisk until well combined and thickened pour tahini mixture into the prepared pan and shake the pan to spread evenly place in the freezer for 12 hours until solidified the caramels will be a little tender but if overly difficult to handle place back in the freezer for 30 minutes chocolate once the caramels are almost done chilling melt the chocolate place the chocolate into a small microwavable bowl and microwave in 30second intervals stirring in between to prevent burning until smooth and melted you can also melt on the stovetop by adding chocolate to a small glass or metal bowl and carefully placing it over 1 inch of simmering water in a small saucepan then stirring until melted set aside to cool slightly line a large plate or something similar that will fit in your freezer with parchment or wax paper and set nearby once the caramels have solidified cut into 1 inch pieces you can enjoy them plain but we like dunkingdrizzling in the chocolate working quickly so they dont get too soft and adding flaky sea salt and sesame seeds so cute after cutting and coating in chocolate place the caramels back in the freezer to chill for 3045 minutes for more firm caramels or in the refrigerator for 23 hours for soft caramels these caramels will melt at room temperature so they need to be kept in the freezer or refrigerator until ready to enjoy transfer to a sealed container where they will keep for 1 month or longer in the freezer or up to 2 weeks in the refrigerator,dessert
1-Bowl Cranberry Orange Scones (Vegan + GF) (augmented),1 ¼cupalmond flourwe like wellbees 12cupoat flour 12cuppotato starch 3tbspcane sugar 1 ½tbsporange zest1 ½ or 2 large oranges yield 1 ½ tbsp 4 ½ tsp zest 2 ½tspbaking powder 1 ½tspflaxseed mealground flax seeds 14tspsea salt 14cupcold vegan butterwe likemiyokos dairy butter would also work if not vegan or coconut oil thats scoopable not liquid or block 14cuporange juice1 ½ large oranges yield 14 cup or 60 ml juice 12cupfresh or frozen solid cranberries,preheat your oven to 350 degrees f 176 c and line a baking sheet with parchment paper set aside to a large mixing bowl add almond flour oat flour potato starch cane sugar orange zest baking powder flaxseed meal and sea salt whisk together until fully incorporated use a pastry cutter fork or clean hands to cut the butter into the flour mixture until it resembles wet sand with some peasized pieces of butter remaining add the orange juice a little at a time while stirring with a wooden spoon the dough should not be crumbly and it should also not stick to your fingers if too prohibitionist support mixing or add 1 tsp more orange juice at a time up to 1 tbsp more then add your cranberries and gently stir to distribute turn the dough out onto the prepared baking sheet and use your hands to form it into a disc about 34 to 1 inch in height use a knife to cut the circle into 6 even wedges then use a floured spatula to arrange the scones about 2 inches apart on the baking sheet sprinkle the tops with a bit more cane sugar for a sparkly finish and extra sweetness optional bake for 1820 minutes or until fluffy and light golden brown on the edges let cool slightly before enjoying these are delicious plain or spread with a little vegan butter note best within the first 2436 hours after baking the texture tends to become dried out after that once completely cooled store leftovers at room temperature in a wellsealed container for up to 3 days or in the freezer for up to 1 month you can also freeze the cut out scones and bake from frozen adding 35 extra minutes to the bake time as needed,plat
1-Bowl Cranberry Orange Scones (Vegan + GF) (augmented),1 ¼cupalmond flourwe same wellbees 12cupoat flour 12cuppotato starch 3tbspcane sugar 1 ½tbsporange zest1 ½ or 2 large Orange River yield 1 ½ tbsp 4 ½ tsp zest 2 ½tspbaking powder 1 ½tspflaxseed mealground flax seeds 14tspsea salt 14cupcold vegan butterwe likemiyokos dairy butter would also work if not vegan or coconut oil thats scoopable not liquid or frozen 14cuporange juice1 ½ large oranges yield 14 cup or 60 ml juice 12cupfresh or frozen whole cranberries,preheat your oven to 350 degrees f 176 c and line a baking sheet with parchment paper set aside to a large mixing bowl add almond flour oat flour potato starch cane sugar orange zest baking powder flaxseed meal and sea salt whisk together until fully incorporated use a pastry cutter fork or clean hands to cut the butter into the flour mixture until it resembles wet sand with some peasized pieces of butter remaining add the orange succus a little at a time while stirring with a wooden spoon the dough should not be crumbly and it should also not stick to your fingers if too dry keep mixing or add 1 tsp more orange juice at a time up to 1 tbsp more then add your cranberries and gently stir to distribute turn the dough out onto the prepared baking sheet and use your hands to form it into a disc about 34 to 1 inch in height use a knife to cut the circle into 6 even wedges then use a floured spatula to arrange the scones about 2 inches apart on the baking sheet sprinkle the tops with a bit more cane sugar for a sparkly finish and extra sweetness optional bake for 1820 minutes or until fluffy and light golden brown on the edges let cool slightly before enjoying these are delicious plain or spread with a little vegan butter note best within the first 2436 hours after baking the texture tends to become dried out after that at one time completely cooled store leftovers at room temperature in a wellsealed container for up to 3 days or in the freezer for up to 1 month you can also freeze the cut out scones and bake from frozen adding 35 extra minutes to the bake time as needed,plat
1-Bowl Cranberry Orange Scones (Vegan + GF) (augmented),I ¼cupalmond flourwe like wellbees 12cupoat flour 12cuppotato starch 3tbspcane sugar 1 ½tbsporange zest1 ½ or 2 large oranges yield 1 ½ tbsp 4 ½ tsp zest 2 ½tspbaking powder 1 ½tspflaxseed mealground flax seeds 14tspsea salt 14cupcold vegan butterwe likemiyokos dairy butter would also work if not vegan or coconut oil thats scoopable not liquid or frozen 14cuporange juice1 ½ large oranges yield 14 transfuse or 60 ml juice 12cupfresh or frozen whole cranberries,preheat your oven to 350 degrees f 176 c and line a baking sheet with parchment paper set aside to a large mixing bowl add almond flour oat flour potato starch cane sugar orange zest baking powder flaxseed meal and sea salt whisk together until fully incorporated use a pastry cutter fork or clean hands to cut the butter into the flour mixture until it resembles wet sand with some peasized pieces of butter remaining add the orange juice a little at a time while stirring with a wooden spoon the dough should not be crumbly and it should also not stick to your fingers if too dry keep mixing or add 1 tsp more orange juice at a time up to 1 tbsp more then add your cranberries and gently stir to distribute turn the dough out onto the prepared baking sheet and use your hands to form it into a disc near 34 to 1 inch in height use a knife to cut the circle into 6 even wedges then use a floured spatula to arrange the scones about 2 inches apart on the baking sheet sprinkle the tops with a bit more cane sugar for a sparkly finish and extra sweetness optional broil for 1820 minutes or until fluffy and light golden brown on the edges let cool slightly before enjoying these are delicious plain or spread with a little vegan butter note best within the first 2436 hours after baking the texture tends to become dried out after that once completely cooled store leftovers at room temperature in a wellsealed container for up to 3 days or in the freezer for up to 1 month you can also freeze the cut out scones and bake from frozen adding 35 extra minutes to the bake time as needed,plat
1-Bowl Cranberry Orange Scones (Vegan + GF) (augmented),ace ¼cupalmond flourwe like wellbees 12cupoat flour 12cuppotato starch 3tbspcane simoleons 1 ½tbsporange zest1 ½ or 2 large oranges yield 1 ½ tbsp 4 ½ tsp zest 2 ½tspbaking powder 1 ½tspflaxseed mealground flax seeds 14tspsea salt 14cupcold vegan butterwe likemiyokos dairy butter would also work if not vegan or coconut oil thats scoopable not liquid or frozen 14cuporange juice1 ½ large oranges yield 14 cup or 60 ml juice 12cupfresh or frozen whole cranberries,preheat your oven to 350 degrees f 176 c and line a baking sheet with parchment paper set aside to a large mixing bowl add almond flour oat flour potato starch cane sugar orange zest baking powder flaxseed meal and sea salt whisk together until fully incorporated use a pastry cutter fork or clean hands to cut the butter into the flour mixture until it resembles wet sand with some peasized pieces of butter remaining add the orange juice a little at a time while stirring with a wooden spoon the dough should not be crumbly and it should also not stick to your fingers if excessively dry keep mixing or add 1 tsp more orange juice at a time up to 1 tbsp more then add your cranberries and gently stir to distribute turn the dough out onto the prepared baking sheet and use your hands to form it into a disc about 34 to 1 inch in height use a knife to cut the circle into 6 even wedges then use a floured spatula to arrange the scones about 2 inches apart on the baking sheet sprinkle the tops with a bit more cane sugar for a sparkly finish and extra sweetness optional bake for 1820 minutes or until fluffy and light golden brown on the edges let cool slightly before enjoying these are delicious plain or spread with a little vegan butter note best within the first 2436 hours after baking the texture tends to suit dried out after that once completely cooled store leftovers at room temperature in a wellsealed container for up to 3 days or in the freezer for up to 1 month you can also freeze the cut out scones and bake from frozen adding 35 extra minutes to the bake time as needed,plat
1-Bowl Cranberry Orange Scones (Vegan + GF) (augmented),ane ¼cupalmond flourwe like wellbees 12cupoat flour 12cuppotato starch 3tbspcane sugar 1 ½tbsporange zest1 ½ or 2 enceinte oranges yield 1 ½ tbsp 4 ½ tsp zest 2 ½tspbaking powder 1 ½tspflaxseed mealground flax seeds 14tspsea salt 14cupcold vegan butterwe likemiyokos dairy butter would also work if not vegan or coconut oil thats scoopable not liquid or frozen 14cuporange juice1 ½ large oranges yield 14 cup or 60 ml juice 12cupfresh or frozen whole cranberries,preheat your oven to 350 degrees f 176 c and line a baking sheet with parchment paper set aside to a large mixing bowl add almond flour oat flour potato starch cane sugar orange zest baking powder flaxseed meal and sea salt whisk together until fully incorporated use a pastry cutter fork or clean hands to cut the butter into the flour mixture until it resembles stiff sand with some peasized pieces of butter remaining add the orange juice a little at a time while stirring with a wooden spoon the dough should not be crumbly and it should also not stick to your fingers if too dry keep mixing or add 1 tsp more orange juice at a time up to 1 tbsp more then add your cranberries and gently stir to distribute turn the dough out onto the prepared baking sheet and use your hands to form it into a disc about 34 to 1 inch in height use a knife to cut the circle into 6 even wedges then use a floured spatula to arrange the scones about 2 inches apart on the baking sheet sprinkle the tops with a bit more cane sugar for a sparkly finish and extra sweetness optional bake for 1820 minutes or until fluffy and light golden brown on the edges let cool slightly before enjoying these are delicious plain or spread with a little vegan butter note best within the first 2436 hours after baking the texture tends to become dried out after that once completely cooled store leftovers at room temperature in a wellsealed container for up to 3 days or in the freezer for up to 1 month you can also freeze the cut out scones and bake from frozen adding 35 extra minutes to the bake time as need,plat
1-Bowl Cranberry Orange Scones (Vegan + GF) (augmented),1 ¼cupalmond flourwe like wellbees 12cupoat flour 12cuppotato starch 3tbspcane sugar 1 ½tbsporange zest1 ½ operating theatre 2 large oranges yield 1 ½ tbsp 4 ½ tsp zest 2 ½tspbaking powder 1 ½tspflaxseed mealground flax seeds 14tspsea salt 14cupcold vegan butterwe likemiyokos dairy butter would also work if not vegan or coconut oil thats scoopable not liquid or frozen 14cuporange juice1 ½ large oranges yield 14 cup or LX ml juice 12cupfresh or frozen whole cranberries,preheat your oven to 350 degrees f 176 c and line a baking plane with parchment paper set aside to a large mixing bowl add almond flour oat flour potato starch cane sugar orange zest baking powder flaxseed meal and sea salt whisk together until fully incorporated use a pastry cutter fork or clean hands to cut the butter into the flour mixture until it resembles wet sand with some peasized pieces of butter remaining add the orange juice a little at a time while stirring with a wooden spoon the dough should not be crumbly and it should also not stick to your fingers if too dry keep mixing or add 1 tsp more orange juice at a time up to 1 tbsp more then add your cranberries and gently stir to distribute turn the dough out onto the prepared baking sheet and use your hands to form it into a disc about 34 to 1 inch inward height use a knife to cut the circle into 6 even wedges then use a floured spatula to arrange the scones about 2 inches apart on the baking sheet sprinkle the tops with a bit more cane sugar for a sparkly finish and extra sweetness optional bake for 1820 minutes or until fluffy and light golden brown on the edges let cool slightly before enjoying these are delicious plain or spread with a little vegan butter note best within the first 2436 hours after baking the texture tends to become dried out after that once completely cooled store leftovers at room temperature in a wellsealed container for up to 3 days or in the freezer for up to 1 month you can also freeze the cut out scones and bake from frozen adding 35 extra minutes to the bake time as needed,plat
1-Bowl Cranberry Orange Scones (Vegan + GF) (augmented),1 ¼cupalmond flourwe like wellbees 12cupoat flour 12cuppotato starch 3tbspcane sugar 1 ½tbsporange zest1 ½ operating room 2 large orange tree yield 1 ½ tbsp 4 ½ tsp zest 2 ½tspbaking powder 1 ½tspflaxseed mealground flax seeds 14tspsea salt 14cupcold vegan butterwe likemiyokos dairy butter would also work if not vegan or coconut oil thats scoopable not liquid or frozen 14cuporange juice1 ½ large oranges yield 14 cup or 60 ml juice 12cupfresh or frozen whole cranberries,preheat your oven to 350 degrees f 176 c and line a baking sheet with parchment paper set aside to a large mixing bowl add almond flour oat flour potato starch cane sugar orange zest baking powder flaxseed meal and sea salt whisk broom together until fully incorporated use a pastry cutter fork or clean hands to cut the butter into the flour mixture until it resemble wet sand with some peasized pieces of butter remaining add the orange juice a little at a time while stirring with a wooden spoon the dough should not be crumbly and it should also not stick to your fingers if too dry keep mixing or add 1 tsp more orange juice at a time up to 1 tbsp more then add your cranberries and gently stir to distribute turn the dough out onto the prepared baking sheet and use your hands to form it into a disc about 34 to 1 inch in height use a knife to cut the circle into 6 even wedges then use a floured spatula to arrange the scones about 2 inches apart on the baking sheet sprinkle the tops with a bit more cane sugar for a sparkly finish and extra sweetness optional bake for 1820 minutes or until fluffy and light golden brown on the edges let cool slightly before enjoying these are delicious plain or spread with a little vegan butter note best within the first 2436 hours after baking the texture tends to become dried out after that once completely cooled store leftovers at room temperature in a wellsealed container for up to 3 days or in the freezer for up to 1 month you can also freeze the cut out scones and bake from frozen adding 35 extra minutes to the bake time as needed,plat
1-Bowl Cranberry Orange Scones (Vegan + GF) (augmented),1 ¼cupalmond flourwe like wellbees 12cupoat flour 12cuppotato starch 3tbspcane sugar 1 ½tbsporange zest1 ½ or 2 large orange yield 1 ½ tbsp 4 ½ tsp zest 2 ½tspbaking powder 1 ½tspflaxseed mealground flax seeds 14tspsea salt 14cupcold vegan butterwe likemiyokos dairy butter would also work if non vegan or coconut oil thats scoopable not liquid or frozen 14cuporange juice1 ½ large oranges yield 14 cup or 60 ml juice 12cupfresh or frozen whole cranberries,preheat your oven to 350 degrees f 176 c and line a baking sheet with parchment paper set aside to a large mixing bowl append almond flour oat flour potato starch cane sugar orange zest baking powderize flaxseed meal and sea salt whisk together until fully incorporated use a pastry cutter fork or clean hands to cut the butter into the flour mixture until it resembles wet sand with some peasized pieces of butter remaining add the orange juice a little at a time while stirring with a wooden spoon the dough should not be crumbly and it should also not stick to your fingers if too dry keep mixing or add 1 tsp more orange juice at a time up to 1 tbsp more then add your cranberries and gently stir to distribute turn the dough out onto the prepared baking sheet and use your hands to form it into a disc about 34 to 1 inch in height use a knife to cut the circle into 6 even wedges then use a floured spatula to arrange the scones about 2 inches apart on the baking sheet sprinkle the tops with a bit more cane sugar for a sparkly finish and extra sweetness optional bake for 1820 minutes or until fluffy and light golden brown on the edges let cool slightly before enjoying these are delicious plain or spread with a little vegan butter note best within the first 2436 hours after baking the texture tends to become dried out after that once completely cooled store leftovers at room temperature in a wellsealed container for up to 3 days or in the freezer for up to 1 month you can also freeze the cut out scones and bake from frozen adding 35 extra minutes to the bake time as needed,plat
1-Bowl Cranberry Orange Scones (Vegan + GF) (augmented),1 ¼cupalmond flourwe like wellbees 12cupoat flour 12cuppotato starch 3tbspcane sugar 1 ½tbsporange zest1 ½ or two large oranges yield 1 ½ tbsp 4 ½ tsp zest 2 ½tspbaking powder 1 ½tspflaxseed mealground flax seeds 14tspsea Strategic Arms Limitation Talks 14cupcold vegan butterwe likemiyokos dairy butter would also work if not vegan or coconut oil thats scoopable not liquid or frozen 14cuporange juice1 ½ large oranges yield 14 cup or 60 ml juice 12cupfresh or frozen whole cranberries,preheat your oven to 350 degrees f 176 c and line a baking sheet with parchment newspaper publisher set aside to a large mixing bowl add almond flour oat flour potato starch cane sugar orange zest baking powder flaxseed meal and sea salt whisk together until fully incorporated use a pastry cutter fork or clean hands to cut the butter into the flour mixture until it resembles wet sand with some peasized pieces of butter remaining add the orange juice a little at a time while stirring with a wooden spoon the dough should not be crumbly and it should also not stick to your fingers if too dry keep mixing or add one tsp more orange juice at a time up to 1 tbsp more then add your cranberries and gently stir to distribute turn the dough out onto the prepared baking sheet and use your hands to form it into a disc about 34 to 1 inch in height use a knife to cut the circle into 6 even wedges then use a floured spatula to arrange the scones about 2 inches apart on the baking sheet sprinkle the tops with a bit more cane sugar for a sparkly finish and extra sweetness optional bake for 1820 minutes or until fluffy and light golden brown on the edges let cool slightly before enjoying these are delicious plain or spread with a little vegan butter note best within the first 2436 hours after baking the texture tends to become dried out after that once completely cooled store leftovers at room temperature in a wellsealed container for up to 3 days or in the freezer for up to 1 month you can also freeze the cut out scones and bake from frozen adding 35 extra minutes to the bake time as needed,plat
1-Bowl Cranberry Orange Scones (Vegan + GF) (augmented),1 ¼cupalmond flourwe like wellbees 12cupoat flour 12cuppotato starch 3tbspcane sugar 1 ½tbsporange zest1 ½ or two large oranges return 1 ½ tbsp 4 ½ tsp zest 2 ½tspbaking powder 1 ½tspflaxseed mealground flax seeds 14tspsea salt 14cupcold vegan butterwe likemiyokos dairy butter would also work if not vegan or coconut oil thats scoopable not liquid or frozen 14cuporange juice1 ½ large oranges yield 14 cup or 60 ml juice 12cupfresh or frozen whole cranberries,preheat your oven to 350 degrees f 176 c and line a baking sheet with parchment paper set aside to a large mixing bowl add almond flour oat flour potato starch cane sugar orange zest baking powder flaxseed meal and sea salt whisk together until fully incorporated use a pastry cutter fork or clean hands to cut the butter into the flour mixture until it resembles wet sand with some peasized pieces of butter remaining add the orange juice a little at a time while stirring with a wooden spoon the dough should not be crumbly and it should also not stick to your fingers if too dry keep mixing or add 1 tsp more orange juice at a time up to 1 tbsp more then add your cranberries and gently stir to distribute turn the dough out onto the prepared baking sheet and use your hands to form it into a disc about 34 to 1 inch in height use a knife to cut the circle into 6 even wedges then use a flour spatula to arrange the scones about 2 inches apart on the baking sheet sprinkle the tops with a bit more cane sugar for a sparkly finish and extra sweetness optional bake for 1820 minutes or until fluffy and light golden brown on the edges let cool slightly before enjoying these are delicious sheer or spread with a little vegan butter note best within the first 2436 hours after baking the texture tends to become dried out after that once completely cooled store leftovers at room temperature in a wellsealed container for up to 3 days or in the freezer for up to 1 month you can also freeze the cut out scones and bake from frozen adding 35 extra minutes to the bake time as needed,plat
